experiment,dataset,train_per_class,repeat,seed,method,train_size,val_size,test_size,top_k,dim,energy,alphas,w,feature_variant,alphas_json,train_acc,val_acc,test_acc,val_bal_acc,num_features_after_variant,selection_rule,alpha
E11,squirrel,2,1,13001,ridge_raw,10,150,5041,,,,,,,,,0.22,0.25371950009918665,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,2,1,13001,ridge_multihop5,10,150,5041,,,,,,,,,0.24666666666666667,0.21642531243800833,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,2,2,13002,src_v16c,10,150,5041,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.20666666666666667,0.24122197976591947,0.2066666666666667,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,2,2,13002,ridge_raw,10,150,5041,,,,,,,,,0.24666666666666667,0.2586788335647689,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,2,2,13002,ridge_multihop5,10,150,5041,,,,,,,,,0.22666666666666666,0.23983336639555644,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,2,3,13003,src_v16c,10,150,5041,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.26,0.22674072604641937,0.25999999999999995,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,2,3,13003,ridge_raw,10,150,5041,,,,,,,,,0.2866666666666667,0.2640349137075977,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,2,3,13003,ridge_multihop5,10,150,5041,,,,,,,,,0.23333333333333334,0.23983336639555644,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,2,4,13004,src_v16c,10,150,5041,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.20666666666666667,0.2317000595120016,0.2066666666666667,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,2,4,13004,ridge_raw,10,150,5041,,,,,,,,,0.23333333333333334,0.2648284070620909,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,2,4,13004,ridge_multihop5,10,150,5041,,,,,,,,,0.22666666666666666,0.24459432652251537,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,3,0,14000,src_v16c,15,150,5036,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.26666666666666666,0.25019857029388404,0.26666666666666666,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,3,0,14000,ridge_raw,15,150,5036,,,,,,,,,0.2866666666666667,0.24781572676727562,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,3,0,14000,ridge_multihop5,15,150,5036,,,,,,,,,0.3,0.27462271644162034,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,3,1,14001,src_v16c,15,150,5036,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.2866666666666667,0.24781572676727562,0.2866666666666667,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,3,1,14001,ridge_raw,15,150,5036,,,,,,,,,0.22666666666666666,0.2535742652899126,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,3,1,14001,ridge_multihop5,15,150,5036,,,,,,,,,0.24666666666666667,0.22656870532168388,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,3,2,14002,src_v16c,15,150,5036,6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.23610007942811756,0.32,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,3,2,14002,ridge_raw,15,150,5036,,,,,,,,,0.24,0.25893566322478156,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,3,2,14002,ridge_multihop5,15,150,5036,,,,,,,,,0.26666666666666666,0.2283558379666402,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,3,3,14003,src_v16c,15,150,5036,6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.26666666666666666,0.28494837172359017,0.26666666666666666,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,3,3,14003,ridge_raw,15,150,5036,,,,,,,,,0.22,0.2490071485305798,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,3,3,14003,ridge_multihop5,15,150,5036,,,,,,,,,0.24,0.2774027005559968,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,3,4,14004,src_v16c,15,150,5036,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.26666666666666666,0.24523431294678316,0.26666666666666666,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,3,4,14004,ridge_raw,15,150,5036,,,,,,,,,0.25333333333333335,0.23391580619539318,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,3,4,14004,ridge_multihop5,15,150,5036,,,,,,,,,0.28,0.2515885623510723,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,5,0,16000,src_v16c,25,150,5026,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.26666666666666666,0.2757660167130919,0.26666666666666666,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,5,0,16000,ridge_raw,25,150,5026,,,,,,,,,0.24666666666666667,0.25069637883008355,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,5,0,16000,ridge_multihop5,25,150,5026,,,,,,,,,0.24,0.2570632709908476,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,5,1,16001,src_v16c,25,150,5026,6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.26,0.23458018304814962,0.26,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,5,1,16001,ridge_raw,25,150,5026,,,,,,,,,0.26,0.25805809789096695,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,5,1,16001,ridge_multihop5,25,150,5026,,,,,,,,,0.26,0.2389574214086749,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,5,2,16002,src_v16c,25,150,5026,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.2516912057302029,0.24000000000000005,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,5,2,16002,ridge_raw,25,150,5026,,,,,,,,,0.25333333333333335,0.2455232789494628,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,5,2,16002,ridge_multihop5,25,150,5026,,,,,,,,,0.29333333333333333,0.2680063668921608,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,5,3,16003,src_v16c,25,150,5026,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.22666666666666666,0.24413052128929566,0.2266666666666667,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,5,3,16003,ridge_raw,25,150,5026,,,,,,,,,0.24666666666666667,0.2542777556705133,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,5,3,16003,ridge_multihop5,25,150,5026,,,,,,,,,0.26,0.26402705929168324,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,5,4,16004,src_v16c,25,150,5026,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.3,0.25964982093115796,0.3,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,5,4,16004,ridge_raw,25,150,5026,,,,,,,,,0.25333333333333335,0.24293672900915242,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,5,4,16004,ridge_multihop5,25,150,5026,,,,,,,,,0.31333333333333335,0.2664146438519698,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,8,0,19000,src_v16c,40,150,5011,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.2733333333333333,0.27319896228297746,0.2733333333333333,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,8,0,19000,ridge_raw,40,150,5011,,,,,,,,,0.22666666666666666,0.25663540211534625,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,8,0,19000,ridge_multihop5,40,150,5011,,,,,,,,,0.2733333333333333,0.28257832767910596,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,8,1,19001,src_v16c,40,150,5011,4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.21333333333333335,0.27399720614647777,0.21333333333333332,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,8,1,19001,ridge_raw,40,150,5011,,,,,,,,,0.24666666666666667,0.234683695869088,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,8,1,19001,ridge_multihop5,40,150,5011,,,,,,,,,0.20666666666666667,0.2761923767711036,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,8,2,19002,src_v16c,40,150,5011,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.2,0.22769906206346038,0.2,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,8,2,19002,ridge_raw,40,150,5011,,,,,,,,,0.25333333333333335,0.24067052484534024,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,8,2,19002,ridge_multihop5,40,150,5011,,,,,,,,,0.24,0.22410696467770905,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,8,3,19003,src_v16c,40,150,5011,6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.3,0.28337657154260626,0.3,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,8,3,19003,ridge_raw,40,150,5011,,,,,,,,,0.3,0.2502494512073438,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,8,3,19003,ridge_multihop5,40,150,5011,,,,,,,,,0.3466666666666667,0.2807822789862303,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,8,4,19004,src_v16c,40,150,5011,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.36666666666666664,0.2779884254639792,0.3666666666666667,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,8,4,19004,ridge_raw,40,150,5011,,,,,,,,,0.32666666666666666,0.24605867092396727,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,8,4,19004,ridge_multihop5,40,150,5011,,,,,,,,,0.3333333333333333,0.2765914987028537,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,10,0,21000,src_v16c,50,150,5001,6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.3153369326134773,0.32,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,10,0,21000,ridge_raw,50,150,5001,,,,,,,,,0.24,0.24575084983003398,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,10,0,21000,ridge_multihop5,50,150,5001,,,,,,,,,0.35333333333333333,0.33213357328534293,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,10,1,21001,src_v16c,50,150,5001,6000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.3,0.26614677064587083,0.3,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,10,1,21001,ridge_raw,50,150,5001,,,,,,,,,0.3,0.235752849430114,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,10,1,21001,ridge_multihop5,50,150,5001,,,,,,,,,0.28,0.2563487302539492,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,10,2,21002,src_v16c,50,150,5001,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.24,0.2595480903819236,0.24,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,10,2,21002,ridge_raw,50,150,5001,,,,,,,,,0.24666666666666667,0.2425514897020596,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,10,2,21002,ridge_multihop5,50,150,5001,,,,,,,,,0.24,0.26134773045390924,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,10,3,21003,src_v16c,50,150,5001,6000,64,0.99,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.27974405118976203,0.32,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,10,3,21003,ridge_raw,50,150,5001,,,,,,,,,0.22,0.23235352929414116,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,10,3,21003,ridge_multihop5,50,150,5001,,,,,,,,,0.28,0.27854429114177165,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,10,4,21004,src_v16c,50,150,5001,6000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.2866666666666667,0.2549490101979604,0.2866666666666666,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,10,4,21004,ridge_raw,50,150,5001,,,,,,,,,0.2866666666666667,0.2553489302139572,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,10,4,21004,ridge_multihop5,50,150,5001,,,,,,,,,0.26666666666666666,0.252749450109978,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,15,0,26000,src_v16c,75,150,4976,6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.3,0.3382234726688103,0.3,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,15,0,26000,ridge_raw,75,150,4976,,,,,,,,,0.2,0.2570337620578778,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,15,0,26000,ridge_multihop5,75,150,4976,,,,,,,,,0.28,0.33942926045016075,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,15,1,26001,src_v16c,75,150,4976,4000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.32,0.29983922829581994,0.32,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,15,1,26001,ridge_raw,75,150,4976,,,,,,,,,0.2733333333333333,0.24778938906752412,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,15,1,26001,ridge_multihop5,75,150,4976,,,,,,,,,0.3,0.31430868167202575,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,15,2,26002,src_v16c,75,150,4976,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.3,0.2646704180064309,0.29999999999999993,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,15,2,26002,ridge_raw,75,150,4976,,,,,,,,,0.3,0.24879421221864953,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,15,2,26002,ridge_multihop5,75,150,4976,,,,,,,,,0.31333333333333335,0.2713022508038585,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,15,3,26003,src_v16c,75,150,4976,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.26666666666666666,0.2797427652733119,0.26666666666666666,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,15,3,26003,ridge_raw,75,150,4976,,,,,,,,,0.18,0.23512861736334406,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,15,3,26003,ridge_multihop5,75,150,4976,,,,,,,,,0.2733333333333333,0.28336012861736337,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,15,4,26004,src_v16c,75,150,4976,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.34,0.2741157556270096,0.33999999999999997,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,15,4,26004,ridge_raw,75,150,4976,,,,,,,,,0.31333333333333335,0.2427652733118971,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,15,4,26004,ridge_multihop5,75,150,4976,,,,,,,,,0.2733333333333333,0.2715032154340836,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,20,0,31000,src_v16c,100,150,4951,6000,64,0.95,"(0.05, 0.5, 5.0)",0.6,full,"[0.05, 0.5, 5.0]",1.0,0.3466666666666667,0.3102403554837407,0.3466666666666666,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,20,0,31000,ridge_raw,100,150,4951,,,,,,,,,0.24,0.2508584124419309,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,20,0,31000,ridge_multihop5,100,150,4951,,,,,,,,,0.31333333333333335,0.3120581700666532,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,20,1,31001,src_v16c,100,150,4951,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.3466666666666667,0.3031710765501919,0.3466666666666666,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,20,1,31001,ridge_raw,100,150,4951,,,,,,,,,0.32666666666666666,0.24641486568370027,,,alpha_selected_by_val_only_no_test,1.0
E11,squirrel,20,1,31001,ridge_multihop5,100,150,4951,,,,,,,,,0.34,0.3017572207634821,,,alpha_selected_by_val_only_no_test,0.01
E11,squirrel,20,2,31002,src_v16c,100,150,4951,6000,64,0.95,"(0.01, 0.1, 1.0)",0.5,full,"[0.01, 0.1, 1.0]",1.0,0.34,0.3100383760856393,0.33999999999999997,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,20,2,31002,ridge_raw,100,150,4951,,,,,,,,,0.19333333333333333,0.2557059179963644,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,20,2,31002,ridge_multihop5,100,150,4951,,,,,,,,,0.3333333333333333,0.31710765501918803,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,20,3,31003,src_v16c,100,150,4951,4000,64,0.95,"(0.05, 0.5, 5.0)",0.5,full,"[0.05, 0.5, 5.0]",1.0,0.28,0.2958998182185417,0.27999999999999997,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,20,3,31003,ridge_raw,100,150,4951,,,,,,,,,0.2866666666666667,0.2510603918400323,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,20,3,31003,ridge_multihop5,100,150,4951,,,,,,,,,0.2866666666666667,0.28196323974954557,,,alpha_selected_by_val_only_no_test,100.0
E11,squirrel,20,4,31004,src_v16c,100,150,4951,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.31333333333333335,0.2870127247020804,0.31333333333333335,18801,fewshot_grid_selected_by_val_only_no_test,
E11,squirrel,20,4,31004,ridge_raw,100,150,4951,,,,,,,,,0.2866666666666667,0.24338517471217935,,,alpha_selected_by_val_only_no_test,10.0
E11,squirrel,20,4,31004,ridge_multihop5,100,150,4951,,,,,,,,,0.3333333333333333,0.3037770147444961,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,1,0,12000,src_v16c,5,117,61,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.36752136752136755,0.13114754098360656,0.32666666666666666,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,1,0,12000,ridge_raw,5,117,61,,,,,,,,,0.4700854700854701,0.5737704918032787,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,1,0,12000,ridge_multihop5,5,117,61,,,,,,,,,0.38461538461538464,0.09836065573770492,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,1,1,12001,src_v16c,5,117,61,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.4017094017094017,0.4262295081967213,0.37761904761904763,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,1,1,12001,ridge_raw,5,117,61,,,,,,,,,0.5299145299145299,0.6885245901639344,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,1,1,12001,ridge_multihop5,5,117,61,,,,,,,,,0.4188034188034188,0.36065573770491804,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,1,2,12002,src_v16c,5,117,61,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.39316239316239315,0.6885245901639344,0.32476190476190475,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,1,2,12002,ridge_raw,5,117,61,,,,,,,,,0.39316239316239315,0.7868852459016393,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,1,2,12002,ridge_multihop5,5,117,61,,,,,,,,,0.3504273504273504,0.6721311475409836,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,1,3,12003,src_v16c,5,117,61,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.3162393162393162,0.18032786885245902,0.32333333333333336,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,1,3,12003,ridge_raw,5,117,61,,,,,,,,,0.41025641025641024,0.5081967213114754,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,1,3,12003,ridge_multihop5,5,117,61,,,,,,,,,0.3162393162393162,0.18032786885245902,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,1,4,12004,src_v16c,5,117,61,4000,64,0.95,"(0.01, 0.1, 1.0)",0.6,full,"[0.01, 0.1, 1.0]",1.0,0.5470085470085471,0.6229508196721312,0.45666666666666667,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,1,4,12004,ridge_raw,5,117,61,,,,,,,,,0.5299145299145299,0.7377049180327869,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,1,4,12004,ridge_multihop5,5,117,61,,,,,,,,,0.5641025641025641,0.6229508196721312,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,2,0,13000,src_v16c,10,114,59,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.5175438596491229,0.3559322033898305,0.5043304843304843,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,2,0,13000,ridge_raw,10,114,59,,,,,,,,,0.5263157894736842,0.576271186440678,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,2,0,13000,ridge_multihop5,10,114,59,,,,,,,,,0.5175438596491229,0.3728813559322034,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,2,1,13001,src_v16c,10,114,59,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.543859649122807,0.3220338983050847,0.5159951159951162,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,2,1,13001,ridge_raw,10,114,59,,,,,,,,,0.5350877192982456,0.3050847457627119,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,2,1,13001,ridge_multihop5,10,114,59,,,,,,,,,0.5877192982456141,0.3050847457627119,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,2,2,13002,src_v16c,10,114,59,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.39473684210526316,0.2711864406779661,0.3659259259259259,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,2,2,13002,ridge_raw,10,114,59,,,,,,,,,0.5526315789473685,0.5254237288135594,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,2,2,13002,ridge_multihop5,10,114,59,,,,,,,,,0.38596491228070173,0.2033898305084746,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,2,3,13003,src_v16c,10,114,59,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.543859649122807,0.423728813559322,0.5321855921855921,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,2,3,13003,ridge_raw,10,114,59,,,,,,,,,0.4473684210526316,0.288135593220339,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,2,3,13003,ridge_multihop5,10,114,59,,,,,,,,,0.543859649122807,0.3389830508474576,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,2,4,13004,src_v16c,10,114,59,4000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.45614035087719296,0.3050847457627119,0.44409442409442407,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,2,4,13004,ridge_raw,10,114,59,,,,,,,,,0.5526315789473685,0.6949152542372882,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,2,4,13004,ridge_multihop5,10,114,59,,,,,,,,,0.5,0.288135593220339,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,3,0,14000,src_v16c,15,111,57,4000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.4774774774774775,0.3157894736842105,0.5220512820512819,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,3,0,14000,ridge_raw,15,111,57,,,,,,,,,0.6666666666666666,0.6140350877192983,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,3,0,14000,ridge_multihop5,15,111,57,,,,,,,,,0.5135135135135135,0.7017543859649122,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,3,1,14001,src_v16c,15,111,57,6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.5495495495495496,0.6666666666666666,0.4971794871794872,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,3,1,14001,ridge_raw,15,111,57,,,,,,,,,0.6396396396396397,0.43859649122807015,,,alpha_selected_by_val_only_no_test,0.1
E11,cornell,3,1,14001,ridge_multihop5,15,111,57,,,,,,,,,0.5495495495495496,0.7017543859649122,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,3,2,14002,src_v16c,15,111,57,6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.5045045045045045,0.3333333333333333,0.5092307692307692,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,3,2,14002,ridge_raw,15,111,57,,,,,,,,,0.6846846846846847,0.7719298245614035,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,3,2,14002,ridge_multihop5,15,111,57,,,,,,,,,0.4774774774774775,0.3684210526315789,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,3,3,14003,src_v16c,15,111,57,6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.6036036036036037,0.5614035087719298,0.5671794871794871,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,3,3,14003,ridge_raw,15,111,57,,,,,,,,,0.6036036036036037,0.7368421052631579,,,alpha_selected_by_val_only_no_test,100.0
E11,cornell,3,3,14003,ridge_multihop5,15,111,57,,,,,,,,,0.6216216216216216,0.7192982456140351,,,alpha_selected_by_val_only_no_test,10.0
E11,cornell,3,4,14004,src_v16c,15,111,57,6000,64,0.95,"(0.01, 0.1, 1.0)",0.4,full,"[0.01, 0.1, 1.0]",1.0,0.5495495495495496,0.631578947368421,0.5082051282051283,15327,fewshot_grid_selected_by_val_only_no_test,
E11,cornell,3,4,14004,ridge_raw,15,111,57,,,,,,,,,0.5675675675675675,0.9122807017543859,,,alpha_selected_by_val_only_no_test,1.0
E11,cornell,3,4,14004,ridge_multihop5,15,111,57,,,,,,,,,0.5495495495495496,0.5789473684210527,,,alpha_selected_by_val_only_no_test,0.01
E11,cornell,5,0,16000,src_v16c,25,105,53,6000,64,0.95,"(0.05, 0.5, 5.0)",0.4,full,"[0.05, 0.5, 5.0]",1.0,0.5428571428571428,0.4528301886792453,0.5504545454545454,15327,fewshot_grid_selected_by_val_only_no_test,
